Month,Day,Interval,Calls_Offered_A,Abandoned_Calls_A,Abandoned_Rate_A,CCT_A,Calls_Offered_B,Abandoned_Calls_B,Abandoned_Rate_B,CCT_B,Calls_Offered_C,Abandoned_Calls_C,Abandoned_Rate_C,CCT_C,Calls_Offered_D,Abandoned_Calls_D,Abandoned_Rate_D,CCT_D
August,1,0:00,11.44,1,0.05771,361.64,77.35,2,0.024707,299.33,130.83,1,0.011036,319.69,80.8,1,0.01847,303.66
August,1,0:30,9.8,0,0.003462,386.83,46.04,0,0.004017,322.98,100.77,0,0.002828,320.7,52.07,0,0.00786,317.12
August,1,1:00,8.17,0,0.048182,371.55,18.42,1,0.068173,393.99,67.18,1,0.015135,310.59,41.3,0,0.00301,320.93
August,1,1:30,3.27,0,0.081818,275.36,11.05,1,0.047569,299.34,63.65,1,0.015136,330.33,30.52,0,0.011415,313.66
August,1,2:00,3.27,0,0.105,474.15,11.05,0,0.042858,337.94,37.13,1,0.033989,317.15,21.55,0,0.020632,326.52
August,1,2:30,4.9,0,0.0,399.45,5.52,0,0.0,340.01,26.52,0,0.001282,341.8,14.36,0,0.00392,373.83
August,1,3:00,1.63,0,0.0,309.59,7.37,0,0.0,320.54,24.75,1,0.041868,354.07,5.39,0,0.013636,438.07
August,1,3:30,1.63,0,0.0,610.74,3.68,0,0.0,152.98,22.98,0,0.000641,295.04,1.8,0,0.0,233.0
August,1,4:00,1.63,0,0.0,244.13,3.68,0,0.0,289.17,21.22,0,0.005537,375.09,0.0,0,0.0,1762.67
August,1,4:30,1.63,0,0.0,183.24,3.68,0,0.0125,304.88,19.45,0,0.016273,298.48,1.8,0,0.0,760.75
August,1,5:00,1.63,0,0.0,408.33,5.52,0,0.0,260.05,22.98,0,0.0,445.44,1.8,0,0.0,215.12
August,1,5:30,1.63,0,0.0,187.35,5.52,0,0.0,256.68,28.29,0,0.0,306.59,1.8,0,0.0,357.24
August,1,6:00,3.27,0,0.02,264.98,5.52,0,0.002777,396.88,40.66,0,0.002259,277.86,17.96,1,0.029314,254.78
