timestamp,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,hour,day_of_week,month_num,interval_index,cv_lag_1,abd_lag_1,cct_lag_1,cv_lag_2,abd_lag_2,cct_lag_2,cv_lag_48,abd_lag_48,cct_lag_48,cv_lag_96,abd_lag_96,cct_lag_96,cv_lag_336,abd_lag_336,cct_lag_336,cv_roll_mean_3,cv_roll_mean_48,abd_roll_mean_3,cct_roll_mean_3,is_weekend,date,staffing
2025-04-08 00:00:00,April,8,2025-04-08 00:00:00,100.0,5.0,0.0,0.0,351.8,0,1,4,0,6.0,0.0,613.17,15.0,0.0,226.0,5.0,0.0,350.4,2.0,0.0,762.0,5.0,0.0,137.6,,,,,0,2025-04-08,81
2025-04-08 00:30:00,April,8,2025-04-08 00:30:00,100.0,11.0,0.0,0.0,480.64,0,1,4,1,5.0,0.0,351.8,6.0,0.0,613.17,5.0,0.0,266.8,3.0,0.6666666666666666,366.0,5.0,0.0,263.4,,,,,0,2025-04-08,81
2025-04-08 01:00:00,April,8,2025-04-08 01:00:00,100.0,4.0,0.0,0.0,481.0,1,1,4,2,11.0,0.0,480.64,5.0,0.0,351.8,1.0,0.0,286.0,0.0,0.0,366.0,4.0,0.0,333.25,,,,,0,2025-04-08,81
2025-04-08 01:30:00,April,8,2025-04-08 01:30:00,100.0,6.0,0.0,0.0,286.67,1,1,4,3,4.0,0.0,481.0,11.0,0.0,480.64,0.0,0.0,286.0,1.0,0.0,371.0,3.0,0.0,170.0,6.666666666666667,,0.0,437.8133333333333,0,2025-04-08,81
2025-04-08 02:00:00,April,8,2025-04-08 02:00:00,100.0,2.0,0.0,0.0,372.0,2,1,4,4,6.0,0.0,286.67,4.0,0.0,481.0,0.0,0.0,286.0,1.0,0.0,21.0,1.0,0.0,667.0,7.0,,0.0,416.1033333333333,0,2025-04-08,81
2025-04-08 02:30:00,April,8,2025-04-08 02:30:00,100.0,1.0,0.0,0.0,2.0,2,1,4,5,2.0,0.0,372.0,6.0,0.0,286.67,0.0,0.0,286.0,0.0,0.0,21.0,4.0,0.0,416.5,4.0,,0.0,379.89,0,2025-04-08,81
2025-04-08 03:00:00,April,8,2025-04-08 03:00:00,100.0,0.0,0.0,0.0,2.0,3,1,4,6,1.0,0.0,2.0,2.0,0.0,372.0,0.0,0.0,286.0,2.0,0.0,308.0,1.0,0.0,128.0,3.0,,0.0,220.22333333333333,0,2025-04-08,81
2025-04-08 03:30:00,April,8,2025-04-08 03:30:00,100.0,0.0,0.0,0.0,2.0,3,1,4,7,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,286.0,0.0,0.0,308.0,4.0,0.0,158.0,1.0,,0.0,125.33333333333331,0,2025-04-08,81
2025-04-08 04:00:00,April,8,2025-04-08 04:00:00,100.0,1.0,0.0,0.0,211.0,4,1,4,8,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,286.0,0.0,0.0,308.0,0.0,0.0,158.0,0.3333333333333333,,0.0,2.0,0,2025-04-08,81
2025-04-08 04:30:00,April,8,2025-04-08 04:30:00,100.0,2.0,0.0,0.0,121.5,4,1,4,9,1.0,0.0,211.0,0.0,0.0,2.0,0.0,0.0,286.0,0.0,0.0,308.0,0.0,0.0,158.0,0.3333333333333333,,0.0,71.66666666666667,0,2025-04-08,81
