timestamp,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,hour,day_of_week,month_num,interval_index,is_weekend
2025-04-08 00:00:00,April,8,2025-04-08 00:00:00,100.0,69.0,0.0,0.0,322.3,0,1,4,0,0
2025-04-08 00:30:00,April,8,2025-04-08 00:30:00,97.92,48.0,0.0,0.0,326.21,0,1,4,1,0
2025-04-08 01:00:00,April,8,2025-04-08 01:00:00,100.0,42.0,0.0,0.0,338.71,1,1,4,2,0
2025-04-08 01:30:00,April,8,2025-04-08 01:30:00,100.0,27.0,1.0,0.0003703703703703,305.12,1,1,4,3,0
2025-04-08 02:00:00,April,8,2025-04-08 02:00:00,96.3,29.0,2.0,0.0006896551724137,261.7,2,1,4,4,0
2025-04-08 02:30:00,April,8,2025-04-08 02:30:00,100.0,17.0,0.0,0.0,206.53,2,1,4,5,0
2025-04-08 03:00:00,April,8,2025-04-08 03:00:00,100.0,12.0,0.0,0.0,289.0,3,1,4,6,0
2025-04-08 03:30:00,April,8,2025-04-08 03:30:00,100.0,11.0,0.0,0.0,264.82,3,1,4,7,0
2025-04-08 04:00:00,April,8,2025-04-08 04:00:00,100.0,11.0,1.0,0.0009090909090909,289.7,4,1,4,8,0
2025-04-08 04:30:00,April,8,2025-04-08 04:30:00,100.0,13.0,0.0,0.0,457.38,4,1,4,9,0
2025-04-08 05:00:00,April,8,2025-04-08 05:00:00,100.0,7.0,0.0,0.0,407.86,5,1,4,10,0
2025-04-08 05:30:00,April,8,2025-04-08 05:30:00,100.0,16.0,0.0,0.0,348.38,5,1,4,11,0
2025-04-08 06:00:00,April,8,2025-04-08 06:00:00,100.0,24.0,0.0,0.0,299.33,6,1,4,12,0
2025-04-08 06:30:00,April,8,2025-04-08 06:30:00,97.37,39.0,1.0,0.0002564102564102,253.05,6,1,4,13,0
2025-04-08 07:00:00,April,8,2025-04-08 07:00:00,98.39,62.0,0.0,0.0,298.44,7,1,4,14,0
2025-04-08 07:30:00,April,8,2025-04-08 07:30:00,100.0,106.0,0.0,0.0,254.08,7,1,4,15,0
2025-04-08 08:00:00,April,8,2025-04-08 08:00:00,99.53,214.0,0.0,0.0,267.33,8,1,4,16,0
