timestamp,Month,Day,Interval,Service Level,Call Volume,Abandoned Calls,Abandoned Rate,CCT,hour,day_of_week,month_num,interval_index,cv_lag_1,abd_lag_1,cct_lag_1,cv_lag_2,abd_lag_2,cct_lag_2,cv_lag_48,abd_lag_48,cct_lag_48,cv_lag_96,abd_lag_96,cct_lag_96,cv_lag_336,abd_lag_336,cct_lag_336,cv_roll_mean_3,cv_roll_mean_48,abd_roll_mean_3,cct_roll_mean_3,is_weekend,date,staffing
2025-04-08 00:00:00,April,8,2025-04-08 00:00:00,100.0,42.0,0.0,0.0,326.86,0,1,4,0,43.0,0.0,340.14,52.0,0.0,276.9,22.0,0.0454545454545454,254.67,33.0,0.0909090909090909,308.37,22.0,0.0,480.05,,,,,0,2025-04-08,110
2025-04-08 00:30:00,April,8,2025-04-08 00:30:00,100.0,28.0,0.0,0.0,356.25,0,1,4,1,42.0,0.0,326.86,43.0,0.0,340.14,18.0,0.0,399.0,17.0,0.0,201.12,21.0,0.0,301.71,,,,,0,2025-04-08,110
2025-04-08 01:00:00,April,8,2025-04-08 01:00:00,100.0,14.0,0.0,0.0,326.21,1,1,4,2,28.0,0.0,356.25,42.0,0.0,326.86,9.0,0.0,318.11,8.0,0.0,378.38,8.0,0.0,501.88,,,,,0,2025-04-08,110
2025-04-08 01:30:00,April,8,2025-04-08 01:30:00,100.0,8.0,0.0,0.0,241.75,1,1,4,3,14.0,0.0,326.21,28.0,0.0,356.25,1.0,0.0,322.0,2.0,0.0,131.5,4.0,0.0,468.75,28.0,,0.0,336.44,0,2025-04-08,110
2025-04-08 02:00:00,April,8,2025-04-08 02:00:00,100.0,2.0,0.0,0.0,421.5,2,1,4,4,8.0,0.0,241.75,14.0,0.0,326.21,3.0,0.0,196.67,3.0,0.0,601.0,4.0,0.0,285.5,16.666666666666668,,0.0,308.07,0,2025-04-08,110
2025-04-08 02:30:00,April,8,2025-04-08 02:30:00,100.0,4.0,0.0,0.0,174.25,2,1,4,5,2.0,0.0,421.5,8.0,0.0,241.75,3.0,0.0,289.67,1.0,0.0,211.0,3.0,0.0,243.33,8.0,,0.0,329.82,0,2025-04-08,110
2025-04-08 03:00:00,April,8,2025-04-08 03:00:00,100.0,2.0,0.0,0.0,214.5,3,1,4,6,4.0,0.0,174.25,2.0,0.0,421.5,2.0,0.5,291.0,1.0,0.0,211.0,3.0,0.0,313.67,4.666666666666667,,0.0,279.1666666666667,0,2025-04-08,110
2025-04-08 03:30:00,April,8,2025-04-08 03:30:00,100.0,2.0,0.0,0.0,219.5,3,1,4,7,2.0,0.0,214.5,4.0,0.0,174.25,4.0,0.0,496.0,2.0,0.0,211.0,1.0,0.0,284.0,2.6666666666666665,,0.0,270.0833333333333,0,2025-04-08,110
2025-04-08 04:00:00,April,8,2025-04-08 04:00:00,100.0,1.0,0.0,0.0,435.0,4,1,4,8,2.0,0.0,219.5,2.0,0.0,214.5,3.0,0.0,170.67,2.0,0.0,211.0,1.0,0.0,60.0,2.6666666666666665,,0.0,202.75,0,2025-04-08,110
2025-04-08 04:30:00,April,8,2025-04-08 04:30:00,100.0,0.0,0.0,0.0,435.0,4,1,4,9,1.0,0.0,435.0,2.0,0.0,219.5,2.0,0.0,155.0,4.0,0.0,211.0,2.0,0.0,378.5,1.6666666666666667,,0.0,289.6666666666667,0,2025-04-08,110
